,Pagetag,Sentence
679,Amitabh,"In 2013, he and his family donated ₹2.5 million ($42,664) to a charitable trust, Plan India, that works for the betterment of young girls in India."
680,Amitabh,"He also donated ₹1.1 million ($18,772) to the Maharashtra Police Welfare Fund in 2013."
681,Amitabh,Bachchan was the face of the 'Save Our Tigers' campaign that promoted the importance of tiger conservation in India.
682,Amitabh,"He supported the campaign by PETA in India to free Sunder, a 14-year-old elephant who was chained and tortured in a temple in Kolhapur, Maharashtra."
683,Amitabh,"In 2014, it was announced that he had recorded his voice and lent his image to the Hindi and English language versions of the TeachAIDS software, an international HIV/AIDS prevention education tool developed at Stanford University."
684,Amitabh,Amitabh Bachchan has invested in many upcoming business ventures.
685,Amitabh,"In 2013, he bought a 10% stake in Just Dial from which he made a gain of 4600 percent."
686,Amitabh,"He holds a 3.4% equity in Stampede Capital, a financial technology firm specialising in cloud computing for financial markets."
687,Amitabh,"The Bachchan family also bought shares worth $252,000 in Meridian Tech, a consulting company in U.S."
688,Amitabh,"Recently they made their first overseas investment in Ziddu.com, a cloud based content distribution platform."
689,Amitabh,"Bachchan was named in the Panama Papers and Paradise Papers, leaked confidential documents relating to offshore investment."
690,Amitabh,"Apart from National Film Awards, Filmfare Awards and other competitive awards which Bachchan won for his performances throughout the years, he has been awarded several honours for his achievements in the Indian film industry."
691,Amitabh,"In 1991, he became the first artist to receive the Filmfare Lifetime Achievement Award, which was established in the name of Raj Kapoor."
692,Amitabh,Bachchan was crowned as Superstar of the Millennium in 2000 at the Filmfare Awards.
693,Amitabh,"In 1999, Bachchan was voted the ""greatest star of stage or screen"" in a BBC Your Millennium online poll."
694,Amitabh,"The organisation noted that ""Many people in the western world will not have heard of  ...  is a reflection of the huge popularity of Indian films."""
695,Amitabh,"In 2001, he was honoured with the Actor of the Century award at the Alexandria International Film Festival in Egypt in recognition of his contribution to the world of cinema."
696,Amitabh,"Many other honours for his achievements were conferred upon him at several International Film Festivals, including the Lifetime Achievement Award at the 2010 Asian Film Awards."
697,Amitabh,"In June 2000, he became the first living Asian to have been modelled in wax at London's Madame Tussauds Wax Museum."
698,Amitabh,"Another statue was installed in New York in 2009, Hong Kong in 2011, Bangkok in 2011, Washington, DC in 2012, and Delhi, in 2017."
699,Amitabh,"In 2003, he was conferred with the Honorary Citizenship of the French town of Deauville."
700,Amitabh,"The Government of India awarded him with the Padma Shri in 1984, the Padma Bhushan in 2001 and the Padma Vibhushan in 2015."
701,Amitabh,The then-President of Afghanistan awarded him the Order of Afghanistan in 1991 following the shooting of Khuda Gawah there.
702,Amitabh,"France's highest civilian honour, the Knight of the Legion of Honour, was conferred upon him by the French Government in 2007 for his ""exceptional career in the world of cinema and beyond""."
703,Amitabh,"On 27 July 2012, Bachchan carried the Olympic torch during the last leg of its relay in London's Southwark."
704,Amitabh,Several books have been written about Bachchan.
705,Amitabh,Bachchan himself wrote a book in 2002: Soul Curry for you and me – An Empowering Philosophy That Can Enrich Your Life.
706,Amitabh,"In the early 80s, Bachchan authorised the use of his likeness for the comic book character Supremo in a series titled The Adventures of Amitabh Bachchan."
707,Amitabh,"In May 2014, La Trobe University in Australia named a Scholarship after Bachchan."
708,Amitabh,"He was named ""Hottest Vegetarian"" by PETA India in 2012."
709,Amitabh,"He won the title of ""Asia's Sexiest Vegetarian"" in a contest poll run by PETA Asia."
710,Amitabh,"In Allahabad, the Amitabh Bachchan Sports Complex and Amitabh Bachchan Road are named after him."
711,Amitabh,"A government senior secondary school in Saifai, Etawah is called Amitabh Bachchan Government Inter College."
712,Amitabh,"There is a temple in Kolkata, where Amitabh is worshipped as a God."
713,Amitabh,In 2019 & 2020 Big B is India Most Trusted Personality by TRA Research.
714,Amitabh, Media related to Amitabh Bachchan at Wikimedia Commons
715,Modi,Early political career
716,Modi,Premiership
717,Modi,Narendra Damodardas Modi (Gujarati pronunciation:  (listen); born 17 September 1950) is an Indian politician serving as the 14th and current Prime Minister of India since 2014.
718,Modi,He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi.
719,Modi,"Modi is a member of the Bharatiya Janata Party (BJP) and of the Rashtriya Swayamsevak Sangh (RSS), a Hindu nationalist volunteer organisation."
720,Modi,He is the first prime minister outside of the Indian National Congress to win two consecutive terms with a full majority and the second to complete five years in office after Atal Bihari Vajpayee.
721,Modi,"Born to a Gujarati family in Vadnagar, Modi helped his father sell tea as a child and has said he later ran his own stall."
722,Modi,"He was introduced to the RSS at the age of eight, beginning a long association with the organisation."
723,Modi,"Modi left home after finishing high-school in part due to an arranged marriage to Jashodaben Chimanlal, which he abandoned and publicly acknowledged only many decades later."
724,Modi,Modi travelled around India for two years and visited a number of religious centres before returning to Gujarat.
725,Modi,In 1971 he became a full-time worker for the RSS.
726,Modi,"During the state of emergency imposed across the country in 1975, Modi was forced to go into hiding."
727,Modi,"The RSS assigned him to the BJP in 1985 and he held several positions within the party hierarchy until 2001, rising to the rank of general secretary."
728,Modi,Modi was appointed Chief Minister of Gujarat in 2001 due to Keshubhai Patel's failing health and poor public image following the earthquake in Bhuj.
729,Modi,Modi was elected to the legislative assembly soon after.
730,Modi,His administration has been considered complicit in the 2002 Gujarat riots or otherwise criticised for its handling of it.
731,Modi,A Supreme Court-appointed Special Investigation Team found no evidence to initiate prosecution proceedings against Modi personally.
732,Modi,"His policies as chief minister, credited with encouraging economic growth, have received praise."
733,Modi,"His administration has been criticised for failing to significantly improve health, poverty and education indices in the state."
734,Modi,"Modi led the BJP in the 2014 general election which gave the party a majority in the Indian lower house of parliament, the Lok Sabha, the first time for any single party since 1984."
735,Modi,Modi's administration has tried to raise foreign direct investment in the Indian economy and reduced spending on healthcare and social welfare programmes.
736,Modi,Modi has attempted to improve efficiency in the bureaucracy; he has centralised power by abolishing the Planning Commission.
737,Modi,He began a high-profile sanitation campaign and weakened or abolished environmental and labour laws.
738,Modi,He initiated a controversial demonetisation of high-denomination banknotes.
739,Modi,"Following his party's victory in the 2019 general election, his administration revoked the special status of Jammu and Kashmir."
740,Modi,"His administration also introduced the Citizenship Amendment Act, which resulted in widespread protests across the country."
741,Modi,"Described as engineering a political realignment towards right-wing politics, Modi remains a figure of controversy domestically and internationally over his Hindu nationalist beliefs and his role during the 2002 Gujarat riots, cited as evidence of an exclusionary social agenda."
742,Modi,"Narendra Modi was born on 17 September 1950 to a family of grocers in Vadnagar, Mehsana district, Bombay State (present-day Gujarat)."
743,Modi,He was the third of six children born to Damodardas Mulchand Modi (c. 1915–1989) and Hiraben Modi (born c. 1920).
744,Modi,"Modi's family belonged to the Modh-Ghanchi-Teli (oil-presser) community, which is categorised as an Other Backward Class by the Indian government."
